QID	Peptide	Unmod Peptide	References	Alignment Score	Min E-Value	Query Start	Query End	Num Identical
5434			[('tr_E9PBJ4_E9PBJ4_HUMAN', 150, 157), ('tr_E7EWR1_E7EWR1_HUMAN', 260, 267), ('tr_F5H0I4_F5H0I4_HUMAN', 279, 286), ('tr_Q5ST81_Q5ST81_HUMAN', 279, 286), ('tr_C9JAA5_C9JAA5_HUMAN', 314, 321), ('tr_I3L2F9_I3L2F9_HUMAN', 317, 324), ('tr_Q5SQY0_Q5SQY0_HUMAN', 317, 324), ('tr_F8VUJ7_F8VUJ7_HUMAN', 323, 330), ('tr_Q5JP53_Q5JP53_HUMAN', 333, 340), ('tr_F8VW92_F8VW92_HUMAN', 351, 358), ('tr_F8VYX6_F8VYX6_HUMAN', 351, 358), ('sp_A6NNZ2_TBB8L_HUMAN', 351, 358), ('sp_P04350_TBB4A_HUMAN', 351, 358), ('sp_P07437_TBB5_HUMAN', 351, 358), ('sp_Q3ZCM7_TBB8_HUMAN', 351, 358), ('gi_42558279_ref_NP_817124.1_', 351, 358), ('gi_21361322_ref_NP_006078.2_', 351, 358), ('gi_29788785_ref_NP_821133.1_', 351, 358), ('sp_P68371_TBB4B_HUMAN', 351, 358), ('sp_Q13885_TBB2A_HUMAN', 351, 358), ('sp_Q9BVA1_TBB2B_HUMAN', 351, 358), ('gi_4507729_ref_NP_001060.1_', 351, 358), ('gi_5174735_ref_NP_006079.1_', 351, 358), ('gi_29788768_ref_NP_821080.1_', 351, 358)]	96	0.033	1	8	8
13627			[('sp_Q99614_TTC1_HUMAN', 5, 16), ('gi_4507711_ref_NP_003305.1_', 5, 16)]	144	2.7e-07	1	12	12
16275			[('tr_H0Y9H2_H0Y9H2_HUMAN', 253, 262), ('sp_P35611-2_ADDA_HUMAN', 516, 525), ('gi_29826323_ref_NP_054909.2_', 516, 525), ('tr_E7EV99_E7EV99_HUMAN', 516, 525), ('tr_A2A3N8_A2A3N8_HUMAN', 547, 556), ('tr_Q86XM2_Q86XM2_HUMAN', 516, 525), ('gi_29826325_ref_NP_789771.1_', 547, 556), ('tr_E7ENY0_E7ENY0_HUMAN', 547, 556), ('sp_P35611_ADDA_HUMAN', 516, 525), ('gi_29826319_ref_NP_001110.2_', 516, 525), ('sp_P35611-3_ADDA_HUMAN', 547, 556), ('gi_29826321_ref_NP_054908.2_', 547, 556), ('tr_H0YFD8_H0YFD8_HUMAN', 16, 25)]	120	4.7e-05	1	10	10
13632			[('tr_Q8N1C0_Q8N1C0_HUMAN', 326, 347), ('tr_F8W845_F8W845_HUMAN', 593, 614), ('tr_G3XAM7_G3XAM7_HUMAN', 696, 717), ('sp_P35221_CTNA1_HUMAN', 696, 717), ('gi_55770844_ref_NP_001894.2_', 696, 717), ('sp_P35221-2_CTNA1_HUMAN', 696, 717)]	264	5.9e-19	1	22	22
10464			[('tr_F5GXS2_F5GXS2_HUMAN', 108, 115), ('tr_D6PXK4_D6PXK4_HUMAN', 279, 286), ('sp_O43707_ACTN4_HUMAN', 498, 505), ('gi_12025678_ref_NP_004915.2_', 498, 505)]	96	0.089	1	8	8
13634			[('tr_K7EJX5_K7EJX5_HUMAN', 61, 76), ('tr_K7ELX4_K7ELX4_HUMAN', 272, 287), ('sp_P22830_HEMH_HUMAN', 305, 320), ('gi_60499021_ref_NP_000131.2_', 305, 320), ('sp_P22830-2_HEMH_HUMAN', 311, 326), ('gi_60499025_ref_NP_001012533.1_', 311, 326)]	192	5.4e-13	1	16	16
5443			[('tr_B4DJY8_B4DJY8_HUMAN', 112, 117), ('tr_E9PIT2_E9PIT2_HUMAN', 162, 167), ('tr_E9PJB1_E9PJB1_HUMAN', 162, 167), ('tr_Q68CJ0_Q68CJ0_HUMAN', 167, 172), ('tr_B4E0V4_B4E0V4_HUMAN', 314, 319), ('tr_E9PMM0_E9PMM0_HUMAN', 270, 275), ('sp_Q9UQ49_NEUR3_HUMAN', 390, 395), ('tr_A8K327_A8K327_HUMAN', 423, 428), ('gi_117190519_ref_NP_006647.3_', 423, 428), ('sp_Q63ZE4_S22AA_HUMAN', 322, 327), ('gi_148664184_ref_NP_001034841.3_', 322, 327), ('##tr_E9PRS2_E9PRS2_HUMAN', 19, 24), ('##gi_239735490_ref_NP_001155129.1_', 19, 24), ('##tr_E9PLZ5_E9PLZ5_HUMAN', 19, 24), ('##gi_239735494_ref_NP_001155131.1_', 19, 24), ('##tr_E9PI07_E9PI07_HUMAN', 19, 24), ('##gi_239735496_ref_NP_001155132.1_', 19, 24), ('##sp_P10242-2_MYB_HUMAN', 19, 24), ('##gi_194328727_ref_NP_001123644.1_', 19, 24), ('##sp_P10242_MYB_HUMAN', 19, 24), ('##gi_46361980_ref_NP_005366.2_', 19, 24), ('##tr_F8W8G5_F8W8G5_HUMAN', 19, 24), ('##tr_E9PNA4_E9PNA4_HUMAN', 19, 24), ('##gi_239735492_ref_NP_001155130.1_', 19, 24), ('##sp_P10242-7_MYB_HUMAN', 19, 24), ('##gi_239735488_ref_NP_001155128.1_', 19, 24), ('##sp_P10242-4_MYB_HUMAN', 19, 24), ('##gi_194328729_ref_NP_001123645.1_', 19, 24)]	72	20.0	10	15	6
13638			[('sp_Q15029-2_U5S1_HUMAN', 446, 456), ('gi_217272894_ref_NP_001136077.1_', 446, 456), ('tr_K7EJ81_K7EJ81_HUMAN', 471, 481), ('gi_385298680_ref_NP_001245283.1_', 471, 481), ('sp_Q15029_U5S1_HUMAN', 481, 491), ('gi_217272892_ref_NP_004238.3_', 481, 491), ('gi_385298678_ref_NP_001245282.1_', 481, 491)]	132	2.2e-05	1	11	11
18657			[('sp_P55083_MFAP4_HUMAN', 205, 210), ('gi_23111005_ref_NP_002395.1_', 205, 210), ('gi_310923208_ref_NP_001185624.1_', 229, 234), ('tr_K7ES70_K7ES70_HUMAN', 230, 235), ('sp_P55083-2_MFAP4_HUMAN', 229, 234)]	72	7.1	11	16	6
13002			[('tr_F8VS47_F8VS47_HUMAN', 199, 207), ('sp_P51956-2_NEK3_HUMAN', 205, 213), ('gi_225735561_ref_NP_001139571.1_', 205, 213), ('tr_J3KPF4_J3KPF4_HUMAN', 205, 213), ('sp_P51956_NEK3_HUMAN', 205, 213), ('gi_23510391_ref_NP_002489.1_', 205, 213), ('gi_23510393_ref_NP_689933.1_', 205, 213), ('tr_Q6ZN64_Q6ZN64_HUMAN', 226, 234), ('tr_G3V202_G3V202_HUMAN', 205, 213), ('sp_Q92830-2_KAT2A_HUMAN', 328, 337), ('sp_Q92830_KAT2A_HUMAN', 738, 747), ('gi_153791535_ref_NP_066564.2_', 738, 747)]	96	0.073	1	10	9
5450			[('sp_Q09161_NCBP1_HUMAN', 331, 342), ('gi_4505343_ref_NP_002477.1_', 331, 342)]	144	7e-07	1	12	12
13643			[('sp_O60488-2_ACSL4_HUMAN', 566, 580), ('gi_4758332_ref_NP_004449.1_', 566, 580), ('sp_O60488_ACSL4_HUMAN', 607, 621), ('gi_12669909_ref_NP_075266.1_', 607, 621)]	180	7.8e-11	1	15	15
13644			[('sp_Q9NP97_DLRB1_HUMAN', 21, 31), ('gi_7661822_ref_NP_054902.1_', 21, 31), ('tr_B4DFR2_B4DFR2_HUMAN', 21, 31), ('tr_B1AKR6_B1AKR6_HUMAN', 73, 83)]	132	7e-06	6	16	11
5453			[('sp_P82673-2_RT35_HUMAN', 199, 204), ('sp_P82673_RT35_HUMAN', 235, 240), ('gi_16950603_ref_NP_068593.2_', 235, 240), ('##sp_Q9NPF2-2_CHSTB_HUMAN', 32, 37), ('##gi_291219907_ref_NP_001167453.1_', 32, 37), ('##sp_Q9NPF2_CHSTB_HUMAN', 32, 37), ('##gi_8923758_ref_NP_060883.1_', 32, 37), ('tr_B4DGC9_B4DGC9_HUMAN', 136, 144), ('tr_H0Y7Y8_H0Y7Y8_HUMAN', 227, 232), ('tr_H7C5R6_H7C5R6_HUMAN', 141, 146), ('sp_O00429-4_DNM1L_HUMAN', 339, 347), ('gi_171460918_ref_NP_005681.2_', 339, 347), ('sp_O00429-3_DNM1L_HUMAN', 339, 347), ('sp_O00429-5_DNM1L_HUMAN', 339, 347), ('gi_171460916_ref_NP_036193.2_', 339, 347), ('tr_G8JLD5_G8JLD5_HUMAN', 352, 360), ('sp_O00429-2_DNM1L_HUMAN', 339, 347), ('sp_O00429_DNM1L_HUMAN', 339, 347), ('gi_171460914_ref_NP_036192.2_', 339, 347), ('tr_J3KPI2_J3KPI2_HUMAN', 352, 360), ('sp_O00429-6_DNM1L_HUMAN', 352, 360), ('sp_Q4LE39-4_ARI4B_HUMAN', 508, 513), ('sp_Q4LE39-3_ARI4B_HUMAN', 827, 832), ('sp_Q4LE39-2_ARI4B_HUMAN', 741, 746), ('gi_22035679_ref_NP_112739.2_', 741, 746), ('sp_Q4LE39_ARI4B_HUMAN', 827, 832), ('gi_332164768_ref_NP_001193723.1_', 827, 832), ('gi_22035677_ref_NP_057458.4_', 827, 832)]	72	25.0	8	13	6
5454			[('sp_P41227-2_NAA10_HUMAN', 199, 210), ('gi_371121601_ref_NP_001243048.1_', 199, 210), ('gi_371121838_ref_NP_001243049.1_', 208, 219), ('sp_P41227_NAA10_HUMAN', 214, 225), ('gi_10835057_ref_NP_003482.1_', 214, 225)]	144	5.3e-07	4	15	12
5455			[('tr_F5H3J2_F5H3J2_HUMAN', 363, 378), ('gi_304434531_ref_NP_001182122.1_', 363, 378), ('sp_P49321_NASP_HUMAN', 427, 442), ('gi_27262628_ref_NP_002473.2_', 427, 442), ('sp_P49321-3_NASP_HUMAN', 429, 444)]	192	8.3e-11	1	16	16
5456			[('tr_D6RAA8_D6RAA8_HUMAN', 43, 50), ('sp_Q12972-2_PP1R8_HUMAN', 3, 11), ('gi_20336239_ref_NP_612568.1_', 3, 11), ('sp_Q12972_PP1R8_HUMAN', 145, 153), ('gi_13699256_ref_NP_054829.2_', 145, 153), ('tr_F8W7E0_F8W7E0_HUMAN', 376, 383), ('tr_E7EQ12_E7EQ12_HUMAN', 43, 50), ('tr_E7EQA0_E7EQA0_HUMAN', 51, 58), ('tr_H0Y7F0_H0Y7F0_HUMAN', 80, 87), ('tr_H0YD33_H0YD33_HUMAN', 71, 78), ('tr_H0Y9H6_H0Y9H6_HUMAN', 86, 93), ('sp_P20810-3_ICAL_HUMAN', 210, 217), ('tr_E9PDE4_E9PDE4_HUMAN', 256, 263), ('tr_E7ES10_E7ES10_HUMAN', 328, 335), ('sp_P20810-4_ICAL_HUMAN', 287, 294), ('tr_E9PCH5_E9PCH5_HUMAN', 293, 300), ('sp_P20810-8_ICAL_HUMAN', 306, 313), ('gi_27765085_ref_NP_775083.1_', 306, 313), ('tr_E7EVY3_E7EVY3_HUMAN', 314, 321), ('tr_B7Z574_B7Z574_HUMAN', 314, 321), ('sp_P20810-2_ICAL_HUMAN', 315, 322), ('gi_298919189_ref_NP_001177371.1_', 315, 322), ('sp_P20810_ICAL_HUMAN', 328, 335), ('tr_G5E9D3_G5E9D3_HUMAN', 370, 377), ('gi_109637759_ref_NP_001035905.1_', 370, 377), ('tr_B7Z468_B7Z468_HUMAN', 374, 381), ('sp_P20810-5_ICAL_HUMAN', 376, 383), ('tr_E7ESM9_E7ESM9_HUMAN', 389, 396), ('sp_P20810-7_ICAL_HUMAN', 392, 399), ('sp_P20810-6_ICAL_HUMAN', 411, 418)]	96	0.019	1	8	8
5457			[('tr_E9PBJ4_E9PBJ4_HUMAN', 150, 157), ('tr_E7EWR1_E7EWR1_HUMAN', 260, 267), ('tr_F5H0I4_F5H0I4_HUMAN', 279, 286), ('tr_Q5ST81_Q5ST81_HUMAN', 279, 286), ('tr_C9JAA5_C9JAA5_HUMAN', 314, 321), ('tr_I3L2F9_I3L2F9_HUMAN', 317, 324), ('tr_Q5SQY0_Q5SQY0_HUMAN', 317, 324), ('tr_F8VUJ7_F8VUJ7_HUMAN', 323, 330), ('tr_Q5JP53_Q5JP53_HUMAN', 333, 340), ('tr_F8VW92_F8VW92_HUMAN', 351, 358), ('tr_F8VYX6_F8VYX6_HUMAN', 351, 358), ('sp_A6NNZ2_TBB8L_HUMAN', 351, 358), ('sp_P04350_TBB4A_HUMAN', 351, 358), ('sp_P07437_TBB5_HUMAN', 351, 358), ('sp_Q3ZCM7_TBB8_HUMAN', 351, 358), ('gi_42558279_ref_NP_817124.1_', 351, 358), ('gi_21361322_ref_NP_006078.2_', 351, 358), ('gi_29788785_ref_NP_821133.1_', 351, 358), ('sp_P68371_TBB4B_HUMAN', 351, 358), ('sp_Q13885_TBB2A_HUMAN', 351, 358), ('sp_Q9BVA1_TBB2B_HUMAN', 351, 358), ('gi_4507729_ref_NP_001060.1_', 351, 358), ('gi_5174735_ref_NP_006079.1_', 351, 358), ('gi_29788768_ref_NP_821080.1_', 351, 358)]	96	0.033	1	8	8
12184			[('gi_344030221_ref_NP_001230656.1_', 227, 233), ('sp_Q9Y6I9_TX264_HUMAN', 301, 307), ('gi_344030217_ref_NP_001230654.1_', 301, 307), ('gi_344030219_ref_NP_001230655.1_', 301, 307), ('gi_7706708_ref_NP_057010.1_', 301, 307), ('gi_193788629_ref_NP_001123356.1_', 301, 307)]	84	0.23	1	7	7
5460			[('gi_345090981_ref_NP_001230726.1_', 30, 41), ('gi_345090984_ref_NP_001230727.1_', 30, 41), ('sp_Q15714-2_T22D1_HUMAN', 88, 99), ('gi_5174729_ref_NP_006013.1_', 88, 99), ('sp_Q15714-3_T22D1_HUMAN', 529, 540), ('sp_Q15714_T22D1_HUMAN', 1017, 1028), ('gi_171460948_ref_NP_904358.2_', 1017, 1028)]	144	2.5e-08	1	12	12
5461			[('sp_P40429_RL13A_HUMAN', 54, 60), ('gi_6912634_ref_NP_036555.1_', 54, 60), ('tr_M0QYS1_M0QYS1_HUMAN', 50, 56)]	84	0.12	1	7	7
13655			[('tr_E9PH82_E9PH82_HUMAN', 102, 111), ('##sp_P15882-3_CHIN_HUMAN', 368, 374), ('##gi_209364623_ref_NP_001020372.2_', 368, 374), ('##sp_P15882_CHIN_HUMAN', 394, 400), ('##gi_4502813_ref_NP_001813.1_', 394, 400), ('sp_Q8NCA5-2_FA98A_HUMAN', 102, 111), ('gi_56699482_ref_NP_056290.3_', 102, 111), ('sp_Q8NCA5_FA98A_HUMAN', 102, 111), ('sp_A4UGR9-7_XIRP2_HUMAN', 172, 182), ('gi_312433988_ref_NP_001186074.1_', 172, 182), ('sp_A4UGR9-5_XIRP2_HUMAN', 219, 229), ('##sp_Q7L8L6_FAKD5_HUMAN', 517, 523), ('##gi_11141903_ref_NP_068598.1_', 517, 523), ('sp_A4UGR9-4_XIRP2_HUMAN', 394, 404), ('gi_119372315_ref_NP_001073278.1_', 394, 404), ('sp_Q9UL01_DSE_HUMAN', 937, 947), ('gi_7019521_ref_NP_037484.1_', 937, 947), ('gi_124494231_ref_NP_001074445.1_', 937, 947), ('sp_A4UGR9-6_XIRP2_HUMAN', 427, 437), ('gi_312433984_ref_NP_001186072.1_', 427, 437), ('tr_B7Z765_B7Z765_HUMAN', 956, 966), ('##sp_P00451_FA8_HUMAN', 1777, 1783), ('##gi_4503647_ref_NP_000123.1_', 1777, 1783), ('sp_Q03001-8_DYST_HUMAN', 3274, 3280), ('gi_34577049_ref_NP_056363.2_', 3274, 3280), ('tr_E7ERU0_E7ERU0_HUMAN', 3491, 3497), ('tr_E9PHM6_E9PHM6_HUMAN', 3600, 3606), ('gi_34577047_ref_NP_899236.1_', 3600, 3606), ('gi_221316622_ref_NP_001138242.1_', 3640, 3646), ('gi_221316618_ref_NP_001138241.1_', 3778, 3784), ('tr_J3QTQ0_J3QTQ0_HUMAN', 5362, 5368), ('tr_F8W9J4_F8W9J4_HUMAN', 5577, 5583), ('sp_Q03001_DYST_HUMAN', 5686, 5692), ('tr_E7ERU2_E7ERU2_HUMAN', 5688, 5694), ('tr_E9PEB9_E9PEB9_HUMAN', 5866, 5872)]	84	1.7	4	14	9
18731			[('##tr_H0Y4Z6_H0Y4Z6_HUMAN', 44, 51), ('##sp_P11216_PYGB_HUMAN', 61, 68), ('##gi_21361370_ref_NP_002853.2_', 61, 68)]	96	0.047	13	20	8
17295			[('sp_Q8WUM4_PDC6I_HUMAN', 676, 690), ('gi_22027538_ref_NP_037506.2_', 676, 690), ('sp_Q8WUM4-2_PDC6I_HUMAN', 681, 695), ('gi_241982780_ref_NP_001155901.1_', 681, 695)]	180	2.6e-11	1	15	15
9038			[('tr_F5H2I3_F5H2I3_HUMAN', 14, 19), ('##tr_E9PMX4_E9PMX4_HUMAN', 67, 72), ('##tr_E9PN41_E9PN41_HUMAN', 114, 119), ('tr_I7HJJ0_I7HJJ0_HUMAN', 87, 92), ('##tr_E9PPX8_E9PPX8_HUMAN', 141, 146), ('##tr_J3KNL1_J3KNL1_HUMAN', 186, 191), ('##sp_O14817_TSN4_HUMAN', 220, 225), ('##gi_4507543_ref_NP_003262.1_', 220, 225), ('##gi_68799997_ref_NP_001020405.1_', 220, 225), ('##gi_68800005_ref_NP_001020406.1_', 220, 225), ('##gi_68800011_ref_NP_001020407.1_', 220, 225), ('##gi_68800018_ref_NP_001020408.1_', 220, 225), ('##gi_68800024_ref_NP_001020409.1_', 220, 225), ('##tr_J3KQ42_J3KQ42_HUMAN', 220, 225), ('sp_P05141_ADT2_HUMAN', 87, 92), ('sp_P12235_ADT1_HUMAN', 87, 92), ('sp_P12236_ADT3_HUMAN', 87, 92), ('gi_55749577_ref_NP_001142.2_', 87, 92), ('gi_156071459_ref_NP_001143.2_', 87, 92), ('gi_156071462_ref_NP_001627.2_', 87, 92), ('sp_Q9H0C2_ADT4_HUMAN', 99, 104), ('gi_13775208_ref_NP_112581.1_', 99, 104), ('##sp_P30304-2_MPIP1_HUMAN', 147, 153), ('##gi_42490760_ref_NP_963861.1_', 147, 153), ('##sp_P05546_HEP2_HUMAN', 363, 368), ('##gi_73858566_ref_NP_000176.2_', 363, 368), ('##sp_P30304_MPIP1_HUMAN', 147, 153), ('##gi_42490758_ref_NP_001780.2_', 147, 153), ('##sp_P06400_RB_HUMAN', 793, 799), ('##gi_108773787_ref_NP_000312.2_', 793, 799), ('sp_O15397_IPO8_HUMAN', 31, 36), ('gi_53759103_ref_NP_006381.2_', 31, 36), ('sp_P31629_ZEP2_HUMAN', 1830, 1837), ('gi_110347463_ref_NP_006725.3_', 1830, 1837), ('sp_Q8IYW2_TTC40_HUMAN', 1704, 1710), ('gi_359385708_ref_NP_001186978.2_', 1704, 1710)]	72	0.46	1	6	6
13662			[('tr_F8VXB1_F8VXB1_HUMAN', 17, 29), ('tr_F8VUC5_F8VUC5_HUMAN', 17, 29), ('tr_F8W156_F8W156_HUMAN', 17, 29), ('tr_F8W651_F8W651_HUMAN', 17, 29), ('tr_F8VXR1_F8VXR1_HUMAN', 25, 37), ('tr_F8VS17_F8VS17_HUMAN', 17, 29), ('gi_414144872_ref_NP_001258664.1_', 17, 29), ('tr_F8VYZ4_F8VYZ4_HUMAN', 17, 29), ('sp_P61923_COPZ1_HUMAN', 17, 29), ('gi_7706337_ref_NP_057141.1_', 17, 29), ('tr_F8VWL5_F8VWL5_HUMAN', 25, 37), ('gi_414144870_ref_NP_001258665.1_', 25, 37), ('tr_F8VVA7_F8VVA7_HUMAN', 17, 29)]	120	5.4e-05	3	15	12
5472			[('tr_E9PCX2_E9PCX2_HUMAN', 178, 188), ('sp_P15121_ALDR_HUMAN', 178, 188), ('gi_4502049_ref_NP_001619.1_', 178, 188)]	96	0.038	1	11	10
5473			[('tr_H0YC33_H0YC33_HUMAN', 107, 119), ('##gi_397139755_ref_XP_002343795.3_', 113, 122), ('tr_E5RH50_E5RH50_HUMAN', 588, 600), ('sp_Q6PKG0-3_LARP1_HUMAN', 716, 728), ('gi_39725634_ref_NP_056130.2_', 716, 728), ('sp_Q6PKG0_LARP1_HUMAN', 793, 805)]	84	1.8	1	14	11
15932			[('tr_M0QZ81_M0QZ81_HUMAN', 5, 11), ('sp_Q9H707_ZN552_HUMAN', 5, 11), ('gi_46358076_ref_NP_079038.2_', 5, 11), ('gi_346644669_ref_NP_001231122.1_', 816, 822), ('##sp_P42704_LPPRC_HUMAN', 252, 262), ('##gi_31621305_ref_NP_573566.2_', 252, 262), ('gi_346644665_ref_NP_001231120.1_', 871, 877), ('sp_Q9BVV6-2_TALD3_HUMAN', 880, 886), ('gi_154813197_ref_NP_055564.3_', 880, 886), ('tr_J3KQH9_J3KQH9_HUMAN', 912, 918), ('gi_346644667_ref_NP_001231121.1_', 912, 918), ('sp_Q9BVV6_TALD3_HUMAN', 941, 947), ('gi_346644663_ref_NP_001231119.1_', 941, 947), ('sp_Q9BVV6-3_TALD3_HUMAN', 1009, 1015), ('gi_346644661_ref_NP_001231118.1_', 1009, 1015), ('##sp_P42858_HD_HUMAN', 2814, 2822), ('##gi_90903231_ref_NP_002102.4_', 2814, 2822)]	84	0.31	6	12	7
5482			[('sp_Q09666_AHNK_HUMAN', 4282, 4294), ('gi_61743954_ref_NP_001611.1_', 4282, 4294)]	156	7e-07	1	13	13
5483			[('sp_P10599_THIO_HUMAN', 37, 48), ('gi_50592994_ref_NP_003320.2_', 37, 48)]	96	0.0055	1	12	10
13676			[('tr_H7C2R3_H7C2R3_HUMAN', 54, 59), ('tr_H7BZ92_H7BZ92_HUMAN', 54, 59), ('tr_H7C2J8_H7C2J8_HUMAN', 54, 59), ('##tr_E9PS45_E9PS45_HUMAN', 5, 10), ('tr_J3KP26_J3KP26_HUMAN', 111, 116), ('##tr_D6REK5_D6REK5_HUMAN', 40, 47), ('sp_Q86W74-2_ANR46_HUMAN', 111, 116), ('gi_393290870_ref_NP_001257306.1_', 111, 116), ('gi_38257146_ref_NP_940683.1_', 111, 116), ('gi_393290873_ref_NP_001257307.1_', 111, 116), ('sp_Q86W74_ANR46_HUMAN', 111, 116), ('gi_393290875_ref_NP_001257308.1_', 111, 116), ('##tr_E9PN50_E9PN50_HUMAN', 90, 95), ('##tr_E9PMD8_E9PMD8_HUMAN', 90, 95), ('##tr_E9PKD5_E9PKD5_HUMAN', 145, 150), ('##sp_Q96R08_OR5BC_HUMAN', 33, 38), ('##gi_52317108_ref_NP_001004733.1_', 33, 38), ('##tr_E9PM69_E9PM69_HUMAN', 234, 239), ('##sp_P17980_PRS6A_HUMAN', 234, 239), ('##gi_21361144_ref_NP_002795.2_', 234, 239), ('##sp_Q9NRM0-2_GTR9_HUMAN', 353, 360), ('##gi_47933389_ref_NP_001001290.1_', 353, 360), ('##tr_E5RFG2_E5RFG2_HUMAN', 166, 171), ('##sp_Q9NRM0_GTR9_HUMAN', 353, 360), ('##gi_47933387_ref_NP_064425.2_', 353, 360), ('sp_O95352-2_ATG7_HUMAN', 626, 631), ('gi_222144227_ref_NP_001129503.2_', 626, 631), ('##sp_Q9NTN9-3_SEM4G_HUMAN', 346, 351), ('##gi_322302953_ref_NP_001190173.1_', 346, 351), ('sp_O95352_ATG7_HUMAN', 653, 658), ('gi_5453668_ref_NP_006386.1_', 653, 658), ('##sp_Q9NTN9_SEM4G_HUMAN', 482, 487), ('##sp_Q9NTN9-2_SEM4G_HUMAN', 487, 492), ('##gi_28872814_ref_NP_060363.2_', 487, 492), ('##tr_F5GZ28_F5GZ28_HUMAN', 102, 107), ('##tr_B4DTU4_B4DTU4_HUMAN', 102, 107), ('##sp_O60462-4_NRP2_HUMAN', 131, 141), ('##gi_41872567_ref_NP_957719.1_', 131, 141), ('##sp_O60462-5_NRP2_HUMAN', 136, 146), ('##gi_41872544_ref_NP_061004.3_', 136, 146), ('##tr_F5H2X3_F5H2X3_HUMAN', 139, 149), ('##sp_O60462-2_NRP2_HUMAN', 139, 149), ('##gi_41872572_ref_NP_958436.1_', 139, 149), ('##sp_P18858_DNLI1_HUMAN', 102, 107), ('##gi_4557719_ref_NP_000225.1_', 102, 107), ('##tr_F5H1G4_F5H1G4_HUMAN', 156, 166), ('##sp_O60462-3_NRP2_HUMAN', 156, 166), ('##gi_41872533_ref_NP_003863.2_', 156, 166), ('##sp_O60462_NRP2_HUMAN', 161, 171), ('##gi_41872562_ref_NP_957718.1_', 161, 171), ('sp_Q9P232_CNTN3_HUMAN', 1015, 1020), ('gi_75709184_ref_NP_065923.1_', 1015, 1020)]	72	5.9	1	6	6
5485			[('sp_A1X283_SPD2B_HUMAN', 652, 663), ('gi_63055059_ref_NP_001017995.1_', 652, 663)]	144	1.9e-06	1	12	12
5486			[('##sp_Q09161_NCBP1_HUMAN', 601, 607), ('##gi_4505343_ref_NP_002477.1_', 601, 607)]	84	4.0	5	11	7
5492			[('sp_P10809_CH60_HUMAN', 482, 493), ('gi_31542947_ref_NP_002147.2_', 482, 493), ('gi_41399285_ref_NP_955472.1_', 482, 493)]	144	2e-06	1	12	12
5493			[('tr_B5MD38_B5MD38_HUMAN', 286, 293), ('tr_B4E2W0_B4E2W0_HUMAN', 387, 394), ('tr_F5GZQ3_F5GZQ3_HUMAN', 394, 401), ('sp_P55084_ECHB_HUMAN', 409, 416), ('gi_4504327_ref_NP_000174.1_', 409, 416)]	96	0.03	1	8	8
5494			[('tr_H0YB26_H0YB26_HUMAN', 133, 142), ('sp_O75131_CPNE3_HUMAN', 244, 253), ('gi_4503015_ref_NP_003900.1_', 244, 253)]	120	0.00019	7	16	10
13688			[('sp_P19105_ML12A_HUMAN', 155, 163), ('gi_5453740_ref_NP_006462.1_', 155, 163), ('sp_O14950_ML12B_HUMAN', 156, 164), ('gi_222144326_ref_NP_001138417.1_', 156, 164), ('gi_15809016_ref_NP_291024.1_', 156, 164), ('gi_222144324_ref_NP_001138416.1_', 156, 164), ('tr_J3QRS3_J3QRS3_HUMAN', 161, 169)]	108	0.00099	6	14	9
5501			[('tr_Q5JUA9_Q5JUA9_HUMAN', 235, 246), ('tr_Q5JUA8_Q5JUA8_HUMAN', 183, 194), ('sp_Q9H269-2_VPS16_HUMAN', 353, 364), ('gi_17978481_ref_NP_536338.1_', 353, 364), ('sp_Q9H269_VPS16_HUMAN', 497, 508), ('gi_17978479_ref_NP_072097.2_', 497, 508)]	144	8.1e-07	1	12	12
5503			[('sp_Q9HDC9-2_APMAP_HUMAN', 2, 12), ('sp_Q9HDC9_APMAP_HUMAN', 2, 12), ('gi_24308201_ref_NP_065392.1_', 2, 12)]	84	1.6	1	10	9
5504			[('sp_P04181_OAT_HUMAN', 136, 151), ('gi_4557809_ref_NP_000265.1_', 136, 151)]	192	6.8e-12	1	16	16
13698			[('##tr_A6NHK2_A6NHK2_HUMAN', 22, 30), ('##sp_P62304_RUXE_HUMAN', 22, 30), ('##gi_4507129_ref_NP_003085.1_', 22, 30)]	96	0.028	4	13	9
14571			[('sp_P60709_ACTB_HUMAN', 292, 300), ('sp_P63261_ACTG_HUMAN', 292, 300), ('gi_4501887_ref_NP_001605.1_', 292, 300), ('gi_4501885_ref_NP_001092.1_', 292, 300), ('gi_316659409_ref_NP_001186883.1_', 292, 300), ('sp_Q562R1_ACTBL_HUMAN', 293, 301), ('gi_63055057_ref_NP_001017992.1_', 293, 301), ('tr_I3L3I4_I3L3I4_HUMAN', 292, 300)]	108	0.0094	1	9	9
5508			[('##sp_Q3ZCN5_OTOGL_HUMAN', 783, 791), ('##gi_294774585_ref_NP_775862.3_', 783, 791)]	84	7.3	3	13	9
5509			[('tr_Q5JUA9_Q5JUA9_HUMAN', 235, 248), ('tr_Q5JUA8_Q5JUA8_HUMAN', 183, 196), ('sp_Q9H269-2_VPS16_HUMAN', 353, 366), ('gi_17978481_ref_NP_536338.1_', 353, 366), ('sp_Q9H269_VPS16_HUMAN', 497, 510), ('gi_17978479_ref_NP_072097.2_', 497, 510)]	168	1.6e-09	1	14	14
